Date,Open,High,Low,Close,Volume
2026-01-01,1524.4978421302221,1527.5214961162856,1468.6436017358255,1500.0,1978887
2026-01-02,1472.6265592611915,1542.7421188844496,1448.255604277156,1499.403231404315,3404699
2026-01-03,1498.0985751763494,1545.4611597251344,1468.0642281484584,1500.8806925977033,2273984
2026-01-04,1530.3412698618918,1543.735826757181,1492.7223111010956,1501.7245549624758,1395315
2026-01-05,1517.7835747649165,1537.3041586108286,1449.123119255895,1505.2922166077858,4176184
2026-01-06,1490.6323283199501,1513.3358244467458,1477.1598228182481,1504.1984501760812,1605660
2026-01-07,1523.7991984612913,1546.872789274492,1447.1366905819987,1503.753043013237,4677259
2026-01-08,1487.1570955936559,1530.0614162271133,1478.3304680603107,1507.4738572854287,3913505
2026-01-09,1522.1182820244424,1534.313961816407,1493.4700929480603,1508.9642395864885,1825408
2026-01-10,1495.8636460776363,1521.3317227397285,1468.2086948908313,1510.0775928902572,3685962
2026-01-11,1499.7441009276213,1521.183154997858,1474.9847267410769,1512.8175273257402,1048700
2026-01-12,1522.0989553369654,1539.2139112871773,1496.8629665301362,1511.2814004635077,4619407
2026-01-13,1526.839185446575,1513.0086347173713,1481.1233338672837,1509.5931829184758,4954283
2026-01-14,1498.8702951282116,1534.7613095336606,1476.2472817732776,1511.3520322309425,2616381
2026-01-15,1509.5594420309583,1523.741128431691,1483.5350446655748,1510.6634870821708,4134115
2026-01-16,1496.1964236376841,1558.2480330719231,1455.191738421871,1509.3618113215812,4288682
2026-01-17,1506.2615353697804,1544.7910066618267,1473.1653849984605,1509.522687236008,3475267
2026-01-18,1528.943986045224,1543.9948793384306,1474.2393357968997,1508.8880235893569,3996788
2026-01-19,1488.1732463627382,1529.6496277081142,1493.7281107873832,1508.6939617747475,2634476
2026-01-20,1516.9456432812212,1544.2488720167187,1492.4257296027092,1506.683077224273,1728473
2026-01-21,1499.0759442852295,1538.276640842457,1483.084149693304,1509.9740253636685,1475792
2026-01-22,1520.901371601151,1536.0056604029637,1463.648686116246,1510.983790887141,3346724
2026-01-23,1478.6539140671518,1542.506293897205,1465.5243590313985,1511.0400244649597,2877215
2026-01-24,1510.9759757504507,1534.2680543252484,1489.3993726105596,1512.7563748345021,3224023
2026-01-25,1490.669055140909,1530.8962533470117,1450.2346416929443,1509.3815796471454,2193303
2026-01-26,1509.767791714593,1531.8407886879397,1469.8020066501722,1507.0422168780717,1896573
2026-01-27,1532.7811628804518,1529.05646405483,1478.4466134775175,1506.1135885150738,3992184
2026-01-28,1529.9576141884327,1520.1934400223322,1472.0036945624277,1505.8087365185052,3684742
2026-01-29,1501.5776472975363,1534.3744871067092,1484.5359323894809,1502.7888652788663,4540959
2026-01-30,1518.9452956671228,1548.2251268294133,1472.4340879458236,1503.0089927346692,4426088
2026-01-31,1525.724024942156,1556.0575291382152,1456.3340115153283,1505.073167948403,1238401
2026-02-01,1491.5744271074684,1542.61528908636,1483.5784681345276,1506.1390151586036,1598871
