Date,Open,High,Low,Close,Volume
2026-01-01,146.02516199532042,175.04913247238838,153.90827865620275,141.65137612052297,2004305
2026-01-02,174.1717903888459,171.45914902329392,161.21037248277213,150.05607592535176,2620307
2026-01-03,176.53202344420936,153.89230121992875,159.36552733450281,174.70580921715316,4159313
2026-01-04,151.32968817686404,151.43710012172372,149.17333971046205,140.37390853397844,1185072
2026-01-05,150.23464938425766,156.07511465605805,151.93980806340252,151.17532771395872,4516317
2026-01-06,171.4225196161953,184.17454134340593,161.73525176147547,166.4787885810869,1274780
2026-01-07,171.66914092780002,188.39206030554314,158.18673724874665,156.70319458813296,3951752
2026-01-08,168.74821589881967,173.534585554456,164.7180067138057,144.6295926094085,4874720
2026-01-09,143.62372368801434,185.81404019377254,143.2016779535299,161.13974736139915,3339857
2026-01-10,153.52317782933866,164.98842644949866,158.3468285155467,165.98601479836228,4873261
2026-01-11,177.68580464414424,163.93211946357428,149.03289307563858,163.55665968414587,2588598
2026-01-12,178.0501860526035,178.27135722986907,131.72291806342642,158.3230719723031,3145946
2026-01-13,175.32360402700985,178.41964094840702,141.75388323027414,171.50373431277194,3329325
2026-01-14,161.22506524798334,170.96655847478533,144.41506985344816,177.34319015237375,2020869
2026-01-15,155.88780448768142,155.58931536479926,155.4086338831794,166.13531803147862,1155451
2026-01-16,142.82967710728627,150.7721365192125,147.54755693632345,171.9567749573047,2613588
2026-01-17,151.90768157033094,177.09909898928962,146.97448137980183,147.42859999058513,2610464
2026-01-18,145.2089671332024,161.3507920630641,151.19035021777958,175.55688187377942,3098842
2026-01-19,154.3461096871937,151.82153927984152,166.98664783691493,165.55921437539044,1543066
2026-01-20,166.82137765130713,184.1760015162415,161.83721147291868,172.73589652788763,4446258
2026-01-21,179.329415539569,162.30755308512238,161.06426849322992,141.6176017210085,2219167
2026-01-22,177.4197128101492,154.39691525209943,130.91975812745457,173.91970306603437,4117524
2026-01-23,145.764861340897,179.8864782725429,139.22485717771508,164.4691259413158,3839252
2026-01-24,148.82943699551072,154.72493581269754,137.72248973866007,167.8338662888569,1215934
2026-01-25,158.13383523806252,162.77694518318887,144.7047137287912,169.2579035255288,1994156
2026-01-26,167.1646995608543,171.7150939820491,136.54851491738413,178.65380653180566,1380324
2026-01-27,141.76338055977865,150.80801787587933,158.90345543584823,155.91378087478705,3265449
2026-01-28,147.00329924088194,153.5234787845656,154.85573527382968,159.0859562102204,2753349
2026-01-29,144.5548132728225,164.31906809798474,156.70831945578203,161.38679504213624,4921141
2026-01-30,153.6194772474375,150.02554439599743,139.53995389348756,163.4731856310844,2713549
2026-01-31,151.78845716618534,158.270928431491,162.83576788255027,173.10602671085053,4273023
2026-02-01,157.3950031941434,178.6448970973755,152.87710686566413,162.70419434914018,1546673
2026-02-02,174.88542073351283,186.5347909367835,164.61266048828432,158.96815659600958,3862196
2026-02-03,153.3312936931361,183.37059147897003,133.763678729153,172.24201479627732,2098802
2026-02-04,151.16782716708317,165.86687465402616,132.71214088892032,176.91574169320134,3211025
2026-02-05,167.07237260929662,159.0793804910502,163.0851828222306,146.64169343950743,1005083
2026-02-06,155.74148792060387,155.1154546747593,160.1386327227443,153.08936224547594,2213625
2026-02-07,149.27825185623868,174.37780110321154,159.8266361606447,154.4554113661014,4144204
2026-02-08,179.9305476753968,180.51599678433658,147.7894811222614,161.04341447508006,4679116
2026-02-09,150.98072142165566,181.62539570208702,134.86736147755929,154.3366032901359,2316194
2026-02-10,179.78101649094873,154.45207357900105,146.4235320999206,157.0111684356141,2186382
2026-02-11,167.65816254038543,166.42484455866764,159.08131980786956,152.1398883328929,2427169
2026-02-12,163.94163727008052,178.2096558166361,134.40785193168628,152.41296548277575,3013076
2026-02-13,162.6825440978846,168.81271763392996,131.5434360544693,170.61636772261542,2586776
2026-02-14,141.54275809267529,189.89009298831633,131.92319345655704,153.55803966096218,1212204
2026-02-15,178.43308814327895,173.32077495283409,159.37772005403434,173.05362410198356,1976038
2026-02-16,153.55057156875483,177.94416442664027,151.00252109720336,175.88742583548498,1066127
2026-02-17,173.1643771619299,182.50014698008079,141.37950820057858,140.3488132682124,4203855
2026-02-18,171.93571380457388,163.43318990976618,154.20174644071957,144.5780169629526,3170603
2026-02-19,173.38251187436754,169.25677991159117,141.43270542376624,160.7984173121669,1832584
2026-02-20,174.1064366990444,175.28992605746188,161.51460923161142,153.65323171472573,4836522
2026-02-21,173.17148862964817,163.52787088463546,167.32564512999767,141.77436008149982,2140756
2026-02-22,140.93188751025616,185.68805163472416,135.5519550414933,141.89715729856673,2509517
2026-02-23,168.48247469625232,185.4254318012843,140.8675688549834,164.98458776280592,1362257
2026-02-24,173.18217736609793,160.07075997375176,140.64910926166306,179.2768632752314,3762183
2026-02-25,158.06493954960138,178.6422335699031,138.72814056480885,147.3833246717581,3256762
2026-02-26,154.19615941653208,155.2401875281443,158.9585107970069,154.03845101254532,1024905
2026-02-27,153.75619483259095,187.86883677773505,157.10092343759317,179.929717162306,4623284
2026-02-28,167.27486756154087,161.81664421220032,167.1515639019976,174.91283045493432,2252693
2026-03-01,152.75602068590885,180.55866438465512,164.19074642876757,178.8468017438206,4794078
2026-03-02,174.2177939541837,153.8433155578482,162.04699084789956,158.0623151002169,4214264
2026-03-03,164.38677213375584,165.14685745230858,148.0489010613664,161.66992868348316,2800909
2026-03-04,144.14074770958956,186.02712042601593,157.24599867979848,160.70567195029437,1896883
2026-03-05,164.92583104920408,175.72154879878653,141.58096272415264,142.92553596579765,1103583
2026-03-06,164.458584853382,183.9554375513814,168.5357523506226,165.18761455485438,3001325
2026-03-07,174.52968074718808,184.81719238559873,159.29270559164266,153.27785428785268,3438563
2026-03-08,140.06501176729466,163.87830785719598,148.09337689529707,156.3259155122882,1996679
2026-03-09,160.81319562370163,172.65920999774502,143.04319947231343,154.03610872249322,4702973
2026-03-10,177.0203380107516,167.44866584464248,143.60557420580457,155.59242637885168,2273582
2026-03-11,177.97487297127245,167.2913982524868,158.72405453331143,178.35697986368723,4780365
2026-03-12,144.44343880850073,184.64403871500645,148.0284542428315,159.47727563594455,2229614
2026-03-13,162.14299992452496,165.72173234768124,138.10267260016224,146.00056851610583,2971621
2026-03-14,148.81225351899343,177.3124062968488,164.18389881739444,165.94804511970298,2476518
2026-03-15,142.96989153387423,166.69756570544493,148.03695482973157,151.92973806469917,4124511
2026-03-16,143.88455770426745,151.68550514503735,136.6188080608856,176.9864763795326,4292922
2026-03-17,150.56703466189265,189.9833262562859,148.8009118858321,143.6045453716715,4007380
2026-03-18,161.82898270592736,156.92820194618997,138.78816634502058,153.0733734840057,2422369
2026-03-19,163.29931721202885,179.1549372331287,135.7157730889784,163.82601856393853,2418870
2026-03-20,146.44372300767498,182.6810972421897,135.39382084486516,164.07132372299193,3690321
2026-03-21,143.00066184373202,156.4187153898464,149.31640455169355,170.8194608365516,1153115
2026-03-22,142.5696525920891,155.607114577777,130.72453813978984,164.74909515865514,4418404
2026-03-23,154.8701037230851,182.101625571052,139.72298442454633,164.77854277079874,2803238
2026-03-24,153.091368111968,180.19254012579052,159.2979901950597,176.3914757152491,2156459
2026-03-25,144.51998573208138,188.60357914830698,140.23654792393305,175.5093415112414,2348830
2026-03-26,163.7472867465813,168.05699026533543,134.64835545360646,159.45534422444436,2286924
2026-03-27,159.10292371637246,164.16479307775856,149.8428062965085,168.71910025591893,4550503
2026-03-28,178.68491282839284,151.37080320480095,143.52079276748208,142.79764633134047,4331844
2026-03-29,154.5942822582745,169.1942990535917,135.24261119183873,176.7824302838495,1799336
2026-03-30,140.1669124887278,150.21513125933217,159.25621164623234,140.57659569623007,2476363
2026-03-31,154.02414857620718,159.91987849144505,155.05897275078306,142.89921164474282,1881796
2026-04-01,175.10881438154078,175.70282647292,135.8465907528092,162.4148390329833,1147679
2026-04-02,176.42621349548685,178.70718949754124,134.52526280236546,148.36688377727145,3905751
2026-04-03,177.2775590334506,175.8127281932824,131.25084362709714,163.4538678123767,2937885
2026-04-04,170.90069878115108,157.57571620436107,167.8819779690435,151.42685658072537,3828557
2026-04-05,147.8792230538733,185.97370745257822,142.7938337303805,163.6815283033045,3371461
2026-04-06,158.1525791530694,161.2471189325127,134.63162472915866,165.31052573056675,3154412
2026-04-07,149.16413543919154,174.76363498998012,153.7034652844348,175.00787439517362,4316852
2026-04-08,170.20338658174262,167.20062583475772,157.42344228582942,177.95187399507265,1367712
2026-04-09,176.9599125704938,170.96258857357498,168.3305558057864,159.16224502202064,3577134
2026-04-10,142.75685165279498,178.04051805474944,161.28563713935523,141.06689941298873,2038905
2026-04-11,173.22488097606706,150.1312410336729,139.59540970146253,153.4457335681486,1110213
2026-04-12,171.18120276692645,167.34898308862847,147.6011059849973,172.89994636258893,2170623
2026-04-13,167.41030162138412,162.2423443632575,150.16423372564077,176.05425827020235,1902457
2026-04-14,149.83185529951456,163.07002457506684,140.77095809358227,147.1762130372495,3219267
2026-04-15,174.38188945427157,174.78208182691503,155.5027051763532,177.41649182186396,2071256
2026-04-16,165.66970010465792,169.77681267367018,153.68473893452014,141.87372265641037,4622910
2026-04-17,157.1538654913487,178.45113513444764,164.11835821015228,176.01392934747346,1005256
2026-04-18,162.95356098697445,159.28747458249603,148.56008621659598,143.82687060279125,1923530
2026-04-19,177.63364315641758,162.22309695862356,165.77801114607553,160.0839650354801,4888570
2026-04-20,164.35477720490232,177.57322637718352,134.0881762784982,172.84055848427613,2111131
2026-04-21,161.5510184377186,180.1702567832159,168.37099128080504,151.89032327583553,2929195
2026-04-22,145.25329553488294,180.9730157013078,150.69083283074232,149.8662943281859,2223537
2026-04-23,168.97294625899053,164.9185720563588,152.20072891352402,147.52643472672645,4760791
2026-04-24,155.07645459687788,179.44493791376368,168.23695033534366,162.81198740834276,1927018
2026-04-25,173.62334721465666,161.30284874557077,163.14259028539783,164.32996021317751,4287705
2026-04-26,172.3950179408502,178.69163103404887,138.98196616686002,144.2710551318738,1397481
2026-04-27,166.02153397023866,170.73194750715007,154.24192613075323,143.0867188929933,3694357
2026-04-28,174.38469738246798,173.64600704429535,145.66511067382802,170.68913957128723,4233073
2026-04-29,169.18921628358646,175.41468875215958,159.42055926434625,147.7718401365968,1089990
2026-04-30,177.5177825624384,168.14382351108472,160.30681302643796,160.79420752779635,1593390
2026-05-01,179.62415459395257,172.34284705363515,132.7246210304271,150.20330214480904,4029079
2026-05-02,164.80467413332042,189.70722391729387,143.85438611498893,178.07915429546907,1622759
2026-05-03,141.22159340593646,173.27351237885398,164.11478105482803,176.66551070696772,4540046
2026-05-04,168.25016547846036,163.69539697308514,145.15085054317677,161.807999545282,2131787
2026-05-05,162.3892742796001,159.3652799786654,145.49616424847986,160.24456410622298,2302463
2026-05-06,144.95937724835923,175.11768220588007,168.87811412864167,173.91502412950413,4730921
2026-05-07,150.6399208341739,156.56738346723623,159.9105272013947,171.35543417996922,2010965
2026-05-08,172.9542358813168,163.69243717366433,166.74720654756894,171.45123560945171,1123803
2026-05-09,176.87424154333632,178.23728586265878,152.4760542435112,162.09515273906078,1285572
2026-05-10,149.80613187897677,152.69320272582266,142.41676855759434,159.86159055515276,4805822
2026-05-11,170.0454088405384,171.40110264655874,152.20425269207172,154.04689603914915,4300361
2026-05-12,154.87227874696785,172.91724537533673,162.45308401066987,162.2436089858657,1333697
2026-05-13,165.14885023551767,176.3731768260476,149.13752147033082,163.9251003362348,4852646
2026-05-14,150.07455978798134,181.10454104241884,138.21752268954256,149.95995774712827,3330674
2026-05-15,177.53637901319544,176.0576353912018,132.83393413792317,177.35490425574642,1919644
2026-05-16,150.60978694824556,167.6808825700005,151.13170579178626,160.64164510407537,1332455
2026-05-17,148.33925368358607,180.04077824289888,132.37380088438522,153.03993269091714,3471684
2026-05-18,172.32158059086498,169.7775030542388,163.55962303323355,168.2659236026771,2637562
2026-05-19,146.05673442055397,151.01099308485516,133.72861134311432,171.07294877864908,4817976
2026-05-20,148.86879423067344,167.64310901716277,169.4903144480698,165.4638061965912,2465140
2026-05-21,173.3835535020771,153.0646620857715,146.31416154477557,145.3199770851322,2603002
2026-05-22,146.94068040388157,168.36188926225395,131.70136353451076,155.02470984675836,3223051
2026-05-23,174.70230383973984,174.75955930792816,163.72525422316426,143.10787854608242,2803139
2026-05-24,164.04281076714418,171.58324978217547,140.29596091525863,142.79173314461522,2711911
2026-05-25,149.9139662724551,159.14542700922968,164.3217603997691,168.06055170799902,4322848
2026-05-26,176.2163145876261,188.34177277227968,138.93657898122072,173.8401389846225,3012329
2026-05-27,154.41725635155925,172.8017657976773,137.6875393866672,154.25266103448024,2647276
2026-05-28,178.10072546514553,171.40354467579402,142.07990682524078,150.35441879952592,2252562
2026-05-29,169.0993811100634,157.68696038581302,151.95431519349827,155.89483574148164,2199981
