Date,Open,High,Low,Close,Volume
2025-09-30,3855.1118149672475,3911.6527365762963,3730.943889381441,3800.0,3748286
2025-10-01,3845.445987378264,3801.134130819008,3711.854515241511,3800.6298616646395,1642853
2025-10-02,3879.25106020296,3864.6756749237334,3667.5320339452087,3798.772961727108,1861304
2025-10-03,3813.5205588785266,3871.182991176091,3739.356672647596,3800.1089569893693,4204327
2025-10-04,3803.281789590199,3865.803804585783,3679.5992349379458,3801.2973156599705,3181854
2025-10-05,3799.7490051677946,3863.173868452558,3724.60244618583,3800.0422143369105,1745533
2025-10-06,3819.4621013165033,3868.5346140999036,3710.4795946272297,3800.1132416748915,4101077
2025-10-07,3775.6903749900116,3881.4056226229463,3737.871347756466,3799.7010852084527,3607337
2025-10-08,3781.315557298012,3891.9692425732055,3716.738182676637,3798.215783739827,4826778
2025-10-09,3747.607945068902,3943.1687000857773,3766.2621576687266,3798.7822619379594,2876813
2025-10-10,3790.498117857028,3867.120461216856,3694.9547033263025,3800.128836149746,3686975
2025-10-11,3771.509449149561,3838.8910532667555,3708.818336863139,3800.1064295927235,1440798
2025-10-12,3770.198453730375,3803.9965084356036,3775.050904028732,3797.342347215073,4914510
2025-10-13,3781.2656645348743,3899.7619283440476,3698.3727500142936,3793.7398136065917,1521733
2025-10-14,3741.506735064219,3831.600161883751,3769.960186808035,3793.298372014387,1533813
2025-10-15,3836.4185887864096,3793.1171891048257,3691.1696281083346,3792.8381017780225,4747334
2025-10-16,3805.894297898152,3890.372169187655,3701.124138140075,3791.7641286122043,1486716
2025-10-17,3763.9128970121374,3868.48791761605,3785.499524812425,3791.561201872104,2084964
2025-10-18,3763.6492861357697,3940.1064013813925,3691.3181132392174,3788.380231181566,4580467
2025-10-19,3788.2419406610074,3888.743921359927,3758.8963858460083,3787.3694485904985,2231654
2025-10-20,3859.476833995344,3848.4872268350587,3700.664047341169,3788.0086972633794,3912869
2025-10-21,3807.144011383096,3862.4873140897175,3663.413807254927,3787.919187856073,3770976
2025-10-22,3843.3941334738015,3869.2373437821316,3718.2211854980155,3790.5131278382746,3746829
2025-10-23,3813.514301562345,3863.981478599729,3685.154647132768,3791.5685507131097,1455545
2025-10-24,3759.186882659795,3803.6395806588357,3771.2193979360027,3794.1805847008804,1327799
2025-10-25,3818.1600780472286,3865.794164219737,3684.0194603432415,3790.5939116612394,3581489
2025-10-26,3787.6762838335408,3865.958010842776,3754.512624426224,3793.134551556762,4661148
2025-10-27,3829.791260702648,3931.268022796068,3701.8183529022954,3792.7229687716895,4492679
2025-10-28,3763.693989466759,3895.9972017364867,3674.547165486231,3795.001145332609,2254660
2025-10-29,3847.4670391084323,3982.8622714670823,3731.562615930638,3797.925132689603,3111536
2025-10-30,3823.7298471424183,3834.3936584970465,3779.561008125376,3797.1221324001363,4068764
