Date,Open,High,Low,Close,Volume
2026-01-01,22208.382339838423,22645.53501508788,21536.49538872093,22000.0,3499270
2026-01-02,22141.70022840263,22287.94406124743,21645.071113600057,22001.622307360387,1217449
2026-01-03,21397.23467637706,22403.787198252998,21959.698963700514,22003.38115412236,3286583
2026-01-04,22322.848082398537,22731.552122680816,21095.035098730383,22004.79034889261,3253495
2026-01-05,22036.374602751825,22347.512802123227,21559.98694099555,22005.808397691948,1831197
2026-01-06,21862.33905519056,22587.220377408463,21986.042526830126,22005.45373274896,2499979
2026-01-07,21864.123938113204,22558.31014089005,21626.54528448001,22002.6419068418,4702940
2026-01-08,22293.89280053418,22197.832746705957,21742.353193204814,22000.898756134236,2470094
2026-01-09,21995.837301917883,22415.75417740694,21359.697893095487,22000.418805513287,1694322
2026-01-10,21979.836984169968,22303.41090623816,21325.043223312096,22000.31709506517,2533301
2026-01-11,21649.40891779442,22562.316561342017,21636.91633602759,21997.627675177388,1125691
2026-01-12,21953.28768812487,22711.586210094516,21458.800075830437,22000.42290300221,1797944
2026-01-13,22096.435128095447,22011.448739327734,21593.53933819314,22001.773922820572,2266002
2026-01-14,22093.348092188804,22355.58298676271,21365.533369938188,22002.429076940476,4397511
2026-01-15,22089.524587113377,22493.441587041525,21310.459286083944,22002.043860878282,1894164
2026-01-16,22314.743113608816,22244.36747169391,21417.62688821709,22003.825628537423,2328276
2026-01-17,21797.431263599374,22286.333072040212,21717.984971461618,22003.67930022813,4422020
2026-01-18,22163.458807902625,22776.541677563975,21312.93091487814,22002.121704822937,4691017
2026-01-19,22059.47344406312,22422.490128434027,21558.509274606306,22001.291211600947,1677337
2026-01-20,21783.792144182727,22623.374872916487,21905.305774452776,21999.52651236981,1188593
2026-01-21,21943.303061026847,22338.7476019376,21538.419762712023,22002.387637954205,4367412
2026-01-22,21723.673763405615,22434.306567659947,21331.629133648108,22001.58428637796,4052999
2026-01-23,21735.7898039553,22226.53198862402,21766.799317720226,22001.219611030712,2277048
2026-01-24,22168.56576660699,22245.043255124427,21890.49764806793,22001.85735466762,4427970
2026-01-25,21985.14120539094,22632.17080710504,21549.093346223093,22000.681944443582,2230418
2026-01-26,21833.98316309411,22541.005482313536,21558.734486566747,22000.75374198748,4397973
2026-01-27,22174.030071294397,22443.09616151507,21715.518626753314,21998.712043031563,3908655
2026-01-28,22051.88804882437,22708.009410469866,21375.228999830102,21993.553920564947,2970125
2026-01-29,21956.69668783918,22507.557356580084,21476.74250127985,21993.066988495946,1387076
2026-01-30,22050.151007737797,22633.26493571218,21366.461508528006,21991.797943984726,4090834
2026-01-31,21736.18850797681,22504.32789996672,21325.268343808213,21991.594949385697,3299614
2026-02-01,21692.464330451687,22036.112760325464,21536.918509992618,21990.377278439268,1790816
2026-02-02,22114.645044941266,22127.0049572608,21540.218720544508,21989.79018280091,1718011
2026-02-03,22364.456678144707,22498.24161257819,21576.23474063668,21989.075203300694,3601891
2026-02-04,22081.429696510895,22722.836932945116,21488.726378709132,21988.51902708216,2900781
2026-02-05,22162.51084402967,22455.781048027697,21695.992692366282,21986.342078031183,4746934
2026-02-06,22055.712129097963,22633.72828907584,21631.9236423412,21988.198053373984,4199497
2026-02-07,21652.237813122683,22593.785454032288,21662.543642025255,21988.52368479286,3702705
2026-02-08,22398.441291026997,22316.73114753951,21416.79973173788,21991.174234076738,3123087
2026-02-09,22077.336172678253,22425.83031460565,21669.551716908532,21991.54177256072,1349634
2026-02-10,21771.139586446574,22597.737838480352,21986.055475100293,21992.448100041467,3203664
2026-02-11,21714.46106982345,22516.1349689316,21432.48007408442,21994.578389352784,2862846
2026-02-12,22008.629623951543,22320.30629708019,21700.493618455253,21993.277960263244,4463503
2026-02-13,22082.30979057753,22479.315172702307,21507.413138791,21990.0642088136,2578042
2026-02-14,22085.94602841058,22295.50837340099,21795.7263744183,21987.711042161445,3550125
2026-02-15,21943.234934097396,22406.550375435534,21582.60583498629,21987.26445339951,1253116
2026-02-16,21976.81241059278,22504.244047612545,21183.790569254597,21986.12868201676,3700772
2026-02-17,21878.357628159476,22347.816617655513,21437.263564697547,21984.850539630002,2889200
2026-02-18,22007.332904386294,22409.075660199782,21486.14941157703,21984.337948688273,1362664
2026-02-19,21762.643527802582,22458.478691514396,21474.170973314514,21984.869109433763,2769518
2026-02-20,21942.200122704042,22492.795097618065,21857.904119525192,21985.809127039578,3698019
2026-02-21,21990.807759284737,22602.415111054775,21423.786081521685,21986.986937307174,1060856
2026-02-22,22281.70303718638,22236.97514026863,21683.46019818258,21986.331550891562,3382412
2026-02-23,21878.562829077917,22556.75903454102,21482.06512254023,21987.510411090516,4072458
2026-02-24,21774.265990119242,22555.57756487251,21467.65403171375,21987.720411568036,3948405
2026-02-25,21726.049880887025,22549.012711044947,21667.316815099417,21987.492614194798,1720634
2026-02-26,21714.40660713975,22496.756634208657,21557.443680709912,21983.938643335714,2457969
2026-02-27,21897.620467709847,22684.34943614801,21913.749122823785,21986.55381717967,1475375
2026-02-28,21874.436229826377,22472.921129930546,21511.58333291761,21985.78958247249,4633207
2026-03-01,21776.992480530862,22341.34261651921,21383.324895545742,21984.711162353855,1988635
2026-03-02,22145.497136520647,22431.951886056846,21550.228535341485,21985.81114084016,3190156
2026-03-03,21942.018775558136,22609.755569928315,21583.518609384362,21985.324276211948,1515259
2026-03-04,22632.957502831894,22736.277951219716,21526.191663141624,21985.285464654742,3811620
2026-03-05,22128.17739409915,22307.277190107587,21667.03934069538,21982.162569153275,3228173
2026-03-06,22197.884111204115,22067.439997272206,21360.254886482122,21980.1712101486,1970388
2026-03-07,22223.78369406759,22438.961734224235,21790.944437348688,21979.91889126258,3501419
2026-03-08,21840.55595202435,22301.510262744807,21331.47054745772,21979.17441916568,3670419
2026-03-09,21782.339951845854,22224.12114339875,21685.942820947406,21981.73797837776,4372586
2026-03-10,22004.600596333927,22447.65023468538,21278.404214137776,21979.86430217996,3273987
2026-03-11,21736.18839301964,22422.974488594176,21267.666287793712,21979.82348745319,3249336
2026-03-12,21903.200714733382,22593.35782514248,21213.48000583384,21981.190703609358,3483934
2026-03-13,21875.049119677682,22836.252806837852,21613.577672295363,21979.36494745796,4562758
2026-03-14,22560.58568717318,22572.36736951507,21401.937492878456,21980.113619310323,4720933
2026-03-15,22159.25117361771,22509.086694625385,21304.38527013983,21978.33898370154,1632523
2026-03-16,22063.245245303508,22417.221960713272,21338.62135358701,21978.173491038422,3777095
2026-03-17,22295.738347815783,22391.445158925344,21239.898476510087,21981.101053519607,1702103
2026-03-18,22013.95525434357,22140.70238587816,20955.400934199217,21980.89557831445,3486852
2026-03-19,22106.13166916407,22700.119201142064,21789.37516041138,21981.935345449714,1043766
2026-03-20,21960.697911107727,22423.252151011995,21539.208864626893,21980.874499240443,2861109
2026-03-21,21824.092474092195,22267.328989986578,21561.045014667096,21982.492415982902,3802248
2026-03-22,21841.64862382984,22299.98185602838,21662.977149226022,21979.17352610623,4661659
2026-03-23,22241.551579216102,22120.69129638368,21638.781230452514,21978.854249403204,3023043
2026-03-24,22237.45720586608,22401.908898255653,21862.798393365083,21980.513678260755,1870282
2026-03-25,22136.860685342395,22590.166013079903,21402.014709871477,21976.222924065187,1789475
2026-03-26,21770.746757382665,22787.13556521452,21434.16589408007,21976.569117522642,4010085
2026-03-27,21985.828834491796,22522.485080025544,21452.785038106358,21975.10580009026,4765650
2026-03-28,22157.05731444295,22140.53728841887,21371.190041068432,21971.742123476684,1500708
2026-03-29,22003.668284111885,22515.419628650743,21269.727716594534,21971.48685040253,4170166
